Params,Total Accuracy,Accuracy per label,Max val list,Max str list,Label str,Total_Accuracy,Accuracy_per_label,Max_val_list,Max_str_list,Label_str,Matrice
"['savgol(5, 2)', 'ORPL(70)', 'PCA(3, normalize_PCs=True)', 'KNN(10)', 'Not Normalized', 'High Wavenumbers']",,,,,,0.18268215417106654,"[0.0, 0.0, 41.0, 13.0, 100.0, 10.0, 20.0, 0.0]","[39.0, 47.0, 46.0, 62.0, 0.0, 87.0, 29.0, 65.0]","['STN', 'STN', 'putamen', 'putamen', 'GPe', 'putamen', 'STN', 'putamen']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0   9 103  69   0  82   0]
 [  0   0  12 135  45   2  94   0]
 [  0   0 182  13  35   8 206   0]
 [ 31   2  15  43   8  30 210   0]
 [  0   0   0   0  86   0   0   0]
 [  0   0   0   3   0  10  84   0]
 [  4   0   2  36  25  24  25   7]
 [  0   0  35  12  20  21 166   0]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(3, normalize_PCs=True)', 'KNN(30)', 'Not Normalized', 'FingerPrint']",,,,,,0.24604012671594508,"[0.0, 6.0, 47.0, 18.0, 100.0, 0.0, 64.0, 6.0]","[48.0, 30.0, 35.0, 44.0, 0.0, 41.0, 25.0, 58.0]","['putamen', 'STN', 'putamen', 'SN', 'GPe', 'STN', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   3  24  16  93   0 125   2]
 [  0  18   9  85  87   0  10  79]
 [  1   3 207  24  42   1 157   9]
 [  0  10 149  61  32   0  70  17]
 [  0   0   0   0  86   0   0   0]
 [  0   0  30  40   0   0   0  27]
 [  0   0   9  31   0   1  79   3]
 [  0   4 147  49  18   1  20  15]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(3, normalize_PCs=True)', 'KNN(30)', 'Not Normalized', 'No Raman Region']",,,,,,0.1795142555438226,"[1.0, 0.0, 57.0, 2.0, 0.0, 0.0, 60.0, 0.0]","[48.0, 56.0, 29.0, 52.0, 92.0, 45.0, 39.0, 56.0]","['STN', 'putamen', 'putamen', 'SN', 'SN', 'STN', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  3   0  69 127   1   0  63   0]
 [  5   0  77  45   0   0 161   0]
 [  5   5 255  51   0   1 127   0]
 [  5   0 177   8   0   0 149   0]
 [  2   0  79   1   0   0   4   0]
 [  1   0  30  44   0   0  21   1]
 [  0   0   1  48   0   0  74   0]
 [  2   1 141  23   0   0  87   0]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(3, normalize_PCs=True)', 'KNN(30)', 'Not Normalized', 'High Wavenumbers']",,,,,,0.17793030623020065,"[0.0, 0.0, 46.0, 14.0, 58.0, 15.0, 18.0, 0.0]","[43.0, 50.0, 40.0, 42.0, 42.0, 79.0, 33.0, 61.0]","['STN', 'STN', 'putamen', 'putamen', 'GPe', 'putamen', 'STN', 'putamen']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   1  14 112  70   0  66   0]
 [  0   0  17 145  47   1  78   0]
 [  0   1 204  14  36  10 179   0]
 [ 39   3  15  46   8  85 143   0]
 [ 36   0   0   0  50   0   0   0]
 [  0   0   0   4   0  15  77   1]
 [  0   1   3  40  13  26  22  18]
 [  0   0  33  14  17  36 154   0]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(8, normalize_PCs=True)', 'KNN(5)', 'Not Normalized', 'FingerPrint']",,,,,,0.25237592397043296,"[0.0, 14.0, 51.0, 8.0, 100.0, 0.0, 61.0, 9.0]","[34.0, 35.0, 34.0, 42.0, 0.0, 37.0, 28.0, 54.0]","['putamen', 'thalamus', 'putamen', 'SN', 'GPe', 'thalamus', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  1  17  24  45  83   0  89   4]
 [  1  41   5  41  83   0  16 101]
 [  4  23 225   6  18   4 151  13]
 [  0  40 143  26  25   0  72  33]
 [  0   0   0   0  86   0   0   0]
 [  0  11  25  25   0   0   0  36]
 [  0   0   6  34   0   0  75   8]
 [  0  50 138   4  14   0  24  24]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(8, normalize_PCs=True)', 'KNN(5)', 'Not Normalized', 'No Raman Region']",,,,,,0.18321013727560717,"[0.0, 17.0, 43.0, 14.0, 0.0, 0.0, 47.0, 0.0]","[59.0, 43.0, 34.0, 29.0, 57.0, 51.0, 46.0, 39.0]","['STN', 'STN', 'putamen', 'SN', 'SN', 'STN', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0  22  46 155   0   0  40   0]
 [  9  49  40 125   0   2  63   0]
 [ 19  20 191  61   0   0 151   2]
 [ 23  76  97  49   0  51  42   1]
 [  5  10  49  10   0   1   9   2]
 [  5  35   5  49   0   0   1   2]
 [  0   8   0  57   0   0  58   0]
 [  7  46  99  63   2   2  35   0]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(8, normalize_PCs=True)', 'KNN(5)', 'Not Normalized', 'High Wavenumbers']",,,,,,0.19165786694825765,"[0.0, 0.0, 35.0, 14.0, 99.0, 38.0, 29.0, 0.0]","[40.0, 56.0, 52.0, 48.0, 1.0, 59.0, 22.0, 69.0]","['STN', 'STN', 'putamen', 'putamen', 'thalamus', 'putamen', 'caudate', 'putamen']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   1   5 105  61   0  89   2]
 [  0   1  10 160  43   1  69   4]
 [  0   1 155   9  35  14 230   0]
 [ 25   1  46  49   8  18 163  29]
 [  0   0   0   0  85   0   0   1]
 [  0   0   3   0   0  37  57   0]
 [ 10   1  18  24   7  27  36   0]
 [  0   1  34  16  19   8 176   0]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(8, normalize_PCs=True)', 'KNN(10)', 'Not Normalized', 'FingerPrint']",,,,,,0.2740232312565998,"[0.0, 26.0, 48.0, 10.0, 100.0, 1.0, 66.0, 11.0]","[33.0, 29.0, 33.0, 42.0, 0.0, 45.0, 24.0, 56.0]","['putamen', 'WM', 'putamen', 'SN', 'GPe', 'thalamus', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   7  27  48  85   0  87   9]
 [  0  74   5  45  84   0  16  64]
 [  3  11 215  25  21   2 147  20]
 [  0  42 143  35  27   1  71  20]
 [  0   0   0   0  86   0   0   0]
 [  0   1  26  25   0   1   0  44]
 [  0   0   6  30   0   0  81   6]
 [  1  37 142   8  13   1  25  27]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(8, normalize_PCs=True)', 'KNN(10)', 'Not Normalized', 'No Raman Region']",,,,,,0.17687434002111932,"[1.0, 10.0, 43.0, 15.0, 0.0, 0.0, 49.0, 0.0]","[62.0, 51.0, 35.0, 29.0, 55.0, 67.0, 48.0, 39.0]","['STN', 'STN', 'putamen', 'SN', 'SN', 'STN', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  3   8  45 162   0   0  45   0]
 [ 20  30  32 148   0   0  58   0]
 [ 20  11 190  63   1   0 157   2]
 [ 17  79 100  52   0  49  39   3]
 [  5   8  47  13   0   0  11   2]
 [  4  19   5  65   0   0   2   2]
 [  1   3   0  59   0   0  60   0]
 [  8  34  99  67   1   0  45   0]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(8, normalize_PCs=True)', 'KNN(10)', 'Not Normalized', 'High Wavenumbers']",,,,,,0.21013727560718057,"[0.0, 0.0, 40.0, 15.0, 100.0, 45.0, 30.0, 0.0]","[43.0, 57.0, 46.0, 40.0, 0.0, 54.0, 22.0, 59.0]","['STN', 'STN', 'putamen', 'putamen', 'GPe', 'putamen', 'caudate', 'putamen']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0   8 113  63   0  77   2]
 [  0   0  13 164  43   2  61   5]
 [  0   0 178  11  35  17 203   0]
 [ 42   0  14  52   9  80 135   7]
 [  0   0   0   0  86   0   0   0]
 [  0   0   0   1   0  44  52   0]
 [  3   0  25  23   7  27  37   1]
 [  0   0  33  19  21  30 150   1]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(8, normalize_PCs=True)', 'KNN(30)', 'Not Normalized', 'FingerPrint']",,,,,,0.2587117212249208,"[0.0, 12.0, 41.0, 22.0, 100.0, 2.0, 70.0, 10.0]","[34.0, 30.0, 32.0, 42.0, 0.0, 38.0, 20.0, 57.0]","['WM', 'WM', 'putamen', 'SN', 'GPe', 'thalamus', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0  10  29  60  90   0  71   3]
 [  0  34   5  66  87   0  13  83]
 [  5  11 184  63  23   3 141  14]
 [  0   8 143  73  27   0  72  16]
 [  0   0   0   0  86   0   0   0]
 [  0   1  28  29   0   2   0  37]
 [  0   0   9  25   0   0  86   3]
 [  0  22 144  24  14   1  24  25]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(8, normalize_PCs=True)', 'KNN(30)', 'Not Normalized', 'No Raman Region']",,,,,,0.1921858500527983,"[2.0, 16.0, 44.0, 15.0, 1.0, 0.0, 50.0, 1.0]","[63.0, 52.0, 35.0, 29.0, 57.0, 61.0, 48.0, 39.0]","['STN', 'STN', 'putamen', 'SN', 'SN', 'STN', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  5   9  42 165   0   0  42   0]
 [ 11  47  35 151   0   0  42   2]
 [  8  17 195  67   1   0 156   0]
 [  8  87  99  52   0  49  37   7]
 [  2  11  49  14   1   0   6   3]
 [  4  27   5  59   0   0   2   0]
 [  1   1   0  59   0   0  62   0]
 [  7  41 100  56   2   0  46   2]]"
"['savgol(5, 2)', 'ORPL(70)', 'PCA(8, normalize_PCs=True)', 'KNN(30)', 'Not Normalized', 'High Wavenumbers']",,,,,,0.20485744456177402,"[0.0, 0.0, 45.0, 15.0, 58.0, 49.0, 25.0, 3.0]","[48.0, 56.0, 39.0, 29.0, 42.0, 49.0, 25.0, 44.0]","['STN', 'STN', 'putamen', 'caudate', 'GPe', 'putamen', 'SN', 'putamen']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0  17 127  69   1  49   0]
 [  0   0  22 162  46   0  51   7]
 [  0   0 201  12  36  21 174   0]
 [ 50   1  12  50  10 100  96  20]
 [ 36   0   0   0  50   0   0   0]
 [  0   0   0   1   0  48  48   0]
 [  0   0  31  29   4  27  31   1]
 [  0   0  33  18  21  61 113   8]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(1, normalize_PCs=True)', 'KNN(5)', 'Not Normalized', 'FingerPrint']",,,,,,0.2470960929250264,"[0.0, 0.0, 84.0, 29.0, 0.0, 0.0, 0.0, 0.0]","[57.0, 68.0, 16.0, 52.0, 100.0, 81.0, 80.0, 58.0]","['STN', 'STN', 'STN', 'SN', 'SN', 'STN', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0 112 151   0   0   0   0]
 [  0   0  91 197   0   0   0   0]
 [  0   0 371  73   0   0   0   0]
 [  0  66 176  97   0   0   0   0]
 [  0   0  86   0   0   0   0   0]
 [  0   0  18  79   0   0   0   0]
 [  0   0  25  98   0   0   0   0]
 [  0   0 148 106   0   0   0   0]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(1, normalize_PCs=True)', 'KNN(5)', 'Not Normalized', 'No Raman Region']",,,,,,0.14783526927138332,"[0.0, 0.0, 41.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[52.0, 80.0, 41.0, 74.0, 92.0, 71.0, 20.0, 83.0]","['putamen', 'SN', 'putamen', 'SN', 'SN', 'SN', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0 125   0   0   0 138   0]
 [  0   0 230   0   0   0  58   0]
 [  0   0 182   0   0   0 181  81]
 [  0   0 250   0   0   0  89   0]
 [  0   0  79   0   0   0   7   0]
 [  0   0  69   0   0   0  28   0]
 [  0   0  25   0   0   0  98   0]
 [  0   0 212   0   0   0  42   0]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(1, normalize_PCs=True)', 'KNN(5)', 'Not Normalized', 'High Wavenumbers']",,,,,,0.0781414994720169,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 50.0, 0.0]","[67.0, 79.0, 70.0, 99.0, 0.0, 100.0, 28.0, 93.0]","['putamen', 'putamen', 'putamen', 'putamen', 'GPe', 'putamen', 'WM', 'putamen']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0   0   0  86   0 177   0]
 [  0   0   0   0  60   0 228   0]
 [  0   0   0   0 133   0 311   0]
 [  0   0   0   0   5   0 334   0]
 [  0   0   0   0  86   0   0   0]
 [  0   0   0   0   0   0  97   0]
 [  0   0   0  26  35   0  62   0]
 [  0   0   0   0  19   0 235   0]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(1, normalize_PCs=True)', 'KNN(10)', 'Not Normalized', 'FingerPrint']",,,,,,0.2470960929250264,"[0.0, 0.0, 84.0, 29.0, 0.0, 0.0, 0.0, 0.0]","[57.0, 68.0, 16.0, 52.0, 100.0, 81.0, 80.0, 58.0]","['STN', 'STN', 'STN', 'SN', 'SN', 'STN', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0 112 151   0   0   0   0]
 [  0   0  91 197   0   0   0   0]
 [  0   0 371  73   0   0   0   0]
 [  0  66 176  97   0   0   0   0]
 [  0   0  86   0   0   0   0   0]
 [  0   0  18  79   0   0   0   0]
 [  0   0  25  98   0   0   0   0]
 [  0   0 148 106   0   0   0   0]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(1, normalize_PCs=True)', 'KNN(10)', 'Not Normalized', 'No Raman Region']",,,,,,0.19060190073917635,"[0.0, 0.0, 59.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[52.0, 80.0, 41.0, 74.0, 92.0, 71.0, 20.0, 83.0]","['putamen', 'SN', 'putamen', 'SN', 'SN', 'SN', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0 125   0   0   0 138   0]
 [  0   0 230   0   0   0  58   0]
 [  0   0 263   0   0   0 181   0]
 [  0   0 250   0   0   0  89   0]
 [  0   0  79   0   0   0   7   0]
 [  0   0  69   0   0   0  28   0]
 [  0   0  25   0   0   0  98   0]
 [  0   0 212   0   0   0  42   0]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(1, normalize_PCs=True)', 'KNN(10)', 'Not Normalized', 'High Wavenumbers']",,,,,,0.0781414994720169,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 50.0, 0.0]","[67.0, 79.0, 70.0, 99.0, 0.0, 100.0, 28.0, 93.0]","['putamen', 'putamen', 'putamen', 'putamen', 'GPe', 'putamen', 'WM', 'putamen']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0   0   0  86   0 177   0]
 [  0   0   0   0  60   0 228   0]
 [  0   0   0   0 133   0 311   0]
 [  0   0   0   0   5   0 334   0]
 [  0   0   0   0  86   0   0   0]
 [  0   0   0   0   0   0  97   0]
 [  0   0   0  26  35   0  62   0]
 [  0   0   0   0  19   0 235   0]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(1, normalize_PCs=True)', 'KNN(30)', 'Not Normalized', 'FingerPrint']",,,,,,0.2470960929250264,"[0.0, 0.0, 84.0, 29.0, 0.0, 0.0, 0.0, 0.0]","[57.0, 68.0, 16.0, 52.0, 100.0, 81.0, 80.0, 58.0]","['STN', 'STN', 'STN', 'SN', 'SN', 'STN', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0 112 151   0   0   0   0]
 [  0   0  91 197   0   0   0   0]
 [  0   0 371  73   0   0   0   0]
 [  0  66 176  97   0   0   0   0]
 [  0   0  86   0   0   0   0   0]
 [  0   0  18  79   0   0   0   0]
 [  0   0  25  98   0   0   0   0]
 [  0   0 148 106   0   0   0   0]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(1, normalize_PCs=True)', 'KNN(30)', 'Not Normalized', 'No Raman Region']",,,,,,0.19060190073917635,"[0.0, 0.0, 59.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[52.0, 80.0, 41.0, 74.0, 92.0, 71.0, 20.0, 83.0]","['putamen', 'SN', 'putamen', 'SN', 'SN', 'SN', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0 125   0   0   0 138   0]
 [  0   0 230   0   0   0  58   0]
 [  0   0 263   0   0   0 181   0]
 [  0   0 250   0   0   0  89   0]
 [  0   0  79   0   0   0   7   0]
 [  0   0  69   0   0   0  28   0]
 [  0   0  25   0   0   0  98   0]
 [  0   0 212   0   0   0  42   0]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(1, normalize_PCs=True)', 'KNN(30)', 'Not Normalized', 'High Wavenumbers']",,,,,,0.059134107708553325,"[0.0, 0.0, 0.0, 0.0, 58.0, 0.0, 50.0, 0.0]","[67.0, 79.0, 70.0, 99.0, 42.0, 100.0, 28.0, 93.0]","['putamen', 'putamen', 'putamen', 'putamen', 'GPe', 'putamen', 'WM', 'putamen']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0   0   0  86   0 177   0]
 [  0   0   0   0  60   0 228   0]
 [  0   0   0   0 133   0 311   0]
 [  0   0   0   0   5   0 334   0]
 [ 36   0   0   0  50   0   0   0]
 [  0   0   0   0   0   0  97   0]
 [  0   0   0   0  35  26  62   0]
 [  0   0   0   0  19   0 235   0]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(3, normalize_PCs=True)', 'KNN(5)', 'Not Normalized', 'FingerPrint']",,,,,,0.22703273495248152,"[0.0, 24.0, 48.0, 0.0, 100.0, 0.0, 45.0, 3.0]","[37.0, 36.0, 31.0, 46.0, 0.0, 45.0, 38.0, 52.0]","['STN', 'STN', 'putamen', 'GPi', 'GPe', 'GPi', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0  41  26  96  74   0  26   0]
 [  0  69   8 104  81   0   7  19]
 [  1  45 211  11  38   0 136   2]
 [  0 156 146   1  28   0   3   5]
 [  0   0   0   0  86   0   0   0]
 [  0  44  17  26   0   0   0  10]
 [  0  20   0  47   0   0  55   1]
 [  0  69 131  16  14   0  16   8]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(3, normalize_PCs=True)', 'KNN(5)', 'Not Normalized', 'No Raman Region']",,,,,,0.13991552270327348,"[1.0, 2.0, 31.0, 6.0, 0.0, 0.0, 75.0, 3.0]","[42.0, 57.0, 38.0, 60.0, 90.0, 66.0, 16.0, 71.0]","['STN', 'SN', 'putamen', 'SN', 'SN', 'SN', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  3   5  64 110   0   0  77   4]
 [  8   5 163  46   0   0  44  22]
 [ 22   4 136  34   0   0 168  80]
 [  1   6 205  22   0   0  91  14]
 [  2   0  77   3   0   0   4   0]
 [  0   1  64  19   0   0  12   1]
 [  1   1  20   9   0   0  92   0]
 [  3   3 180  17   0   0  44   7]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(3, normalize_PCs=True)', 'KNN(5)', 'Not Normalized', 'High Wavenumbers']",,,,,,0.14361140443505807,"[0.0, 0.0, 14.0, 9.0, 100.0, 52.0, 24.0, 5.0]","[48.0, 44.0, 36.0, 41.0, 0.0, 38.0, 27.0, 68.0]","['putamen', 'STN', 'putamen', 'caudate', 'GPe', 'SN', 'thalamus', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0   0  63  73   0 127   0]
 [  0   0   2 126  47  22  61  30]
 [ 11   0  63   6  99 101 160   4]
 [  6   0  48  32   3 139  79  32]
 [  0   0   0   0  86   0   0   0]
 [  0   0  37   0   0  50   8   2]
 [  0   0   1  30   5  25  29  33]
 [  0   0  24   9   8 173  28  12]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(3, normalize_PCs=True)', 'KNN(10)', 'Not Normalized', 'FingerPrint']",,,,,,0.25131995776135163,"[0.0, 16.0, 48.0, 21.0, 100.0, 0.0, 46.0, 2.0]","[46.0, 45.0, 30.0, 43.0, 0.0, 51.0, 50.0, 52.0]","['STN', 'STN', 'putamen', 'SN', 'GPe', 'STN', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0  14  28 122  74   0  25   0]
 [  1  45   8 131  81   0   7  15]
 [  5  20 212  36  34   0 135   2]
 [  0  83 146  71  29   0   2   8]
 [  0   0   0   0  86   0   0   0]
 [  0  25  20  49   0   0   0   3]
 [  0   5   0  62   0   0  56   0]
 [  0  35 131  52  14   0  16   6]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(3, normalize_PCs=True)', 'KNN(10)', 'Not Normalized', 'No Raman Region']",,,,,,0.14044350580781415,"[2.0, 2.0, 31.0, 6.0, 0.0, 0.0, 75.0, 1.0]","[44.0, 55.0, 38.0, 60.0, 86.0, 65.0, 15.0, 72.0]","['STN', 'SN', 'putamen', 'SN', 'SN', 'SN', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  6   7  60 115   0   0  73   2]
 [ 20   6 157  45   0   0  45  15]
 [ 25   5 137  35   0   0 168  74]
 [  1   6 203  22   0   0  91  16]
 [  4   1  74   4   0   0   3   0]
 [  2   0  63  23   0   0   9   0]
 [  1   1  19   9   0   0  92   1]
 [  5   3 182  18   0   0  43   3]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(3, normalize_PCs=True)', 'KNN(10)', 'Not Normalized', 'High Wavenumbers']",,,,,,0.15311510031678988,"[0.0, 0.0, 13.0, 9.0, 100.0, 58.0, 22.0, 13.0]","[46.0, 43.0, 37.0, 47.0, 0.0, 26.0, 27.0, 60.0]","['putamen', 'STN', 'putamen', 'caudate', 'GPe', 'SN', 'thalamus', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0   0  68  75   0 120   0]
 [  0   0   0 123  47   9  77  32]
 [ 23   0  57   6  89 102 163   4]
 [  0   0   3  32   3 160  89  52]
 [  0   0   0   0  86   0   0   0]
 [  0   0  25   0   0  56   2  14]
 [  0   0   0  32   5  26  27  33]
 [  0   0  19   8   8 152  35  32]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(3, normalize_PCs=True)', 'KNN(30)', 'Not Normalized', 'FingerPrint']",,,,,,0.2391763463569166,"[0.0, 3.0, 48.0, 24.0, 100.0, 0.0, 46.0, 2.0]","[50.0, 61.0, 28.0, 43.0, 0.0, 77.0, 54.0, 52.0]","['STN', 'STN', 'putamen', 'SN', 'GPe', 'STN', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0  15  31 132  62   0  23   0]
 [  5  10  10 177  77   0   4   5]
 [ 10  15 214  51  28   0 126   0]
 [  0  70 147  82  28   1   2   9]
 [  0   0   0   0  86   0   0   0]
 [  0   0  21  75   0   0   0   1]
 [  0   0   0  67   0   0  56   0]
 [  0   0 132  86  17   0  14   5]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(3, normalize_PCs=True)', 'KNN(30)', 'Not Normalized', 'No Raman Region']",,,,,,0.17845828933474128,"[2.0, 2.0, 44.0, 12.0, 0.0, 0.0, 73.0, 0.0]","[42.0, 54.0, 38.0, 59.0, 83.0, 65.0, 15.0, 73.0]","['STN', 'SN', 'putamen', 'SN', 'SN', 'SN', 'SN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  5   3  63 110   0   0  82   0]
 [ 18   5 156  60   0   0  49   0]
 [ 16   0 197  61   0   0 170   0]
 [  4   3 200  41   0   0  91   0]
 [  6   0  71   4   0   0   5   0]
 [  2   1  63  18   0   0  13   0]
 [  1   2  18  12   0   0  90   0]
 [  3   4 185  18   0   0  44   0]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(3, normalize_PCs=True)', 'KNN(30)', 'Not Normalized', 'High Wavenumbers']",,,,,,0.11404435058078141,"[0.0, 0.0, 11.0, 10.0, 58.0, 61.0, 17.0, 2.0]","[42.0, 47.0, 35.0, 56.0, 42.0, 24.0, 30.0, 73.0]","['STN', 'STN', 'putamen', 'caudate', 'GPe', 'STN', 'STN', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0   0   0 110  73   0  80   0]
 [  3   0   0 135  45  38  50  17]
 [ 82   0  47   8  36 114 156   1]
 [  2   0   4  35   3 190  65  40]
 [ 36   0   0   0  50   0   0   0]
 [  0   0  13  23   0  59   0   2]
 [  1   0   0  37   3  27  21  34]
 [  0   0  20   9   8 185  28   4]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(8, normalize_PCs=True)', 'KNN(5)', 'Not Normalized', 'FingerPrint']",,,,,,0.24392819429778248,"[0.0, 22.0, 54.0, 1.0, 100.0, 1.0, 44.0, 6.0]","[37.0, 32.0, 27.0, 43.0, 0.0, 40.0, 37.0, 50.0]","['STN', 'STN', 'putamen', 'GPi', 'GPe', 'GPi', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  0  42  27  97  69   0  27   1]
 [  0  64   9  93  75   0  12  35]
 [  5  55 238   8  18   0 118   2]
 [  0 147 147   5  22   0   6  12]
 [  0   0   0   0  86   0   0   0]
 [  0  39  14  25   0   1   0  18]
 [  0  19   0  45   0   0  54   5]
 [  0  69 128  11  13   0  19  14]]"
"['savgol(5, 2)', 'ORPL(150)', 'PCA(8, normalize_PCs=True)', 'KNN(5)', 'Not Normalized', 'No Raman Region']",,,,,,0.13463569165786696,"[2.0, 6.0, 29.0, 3.0, 0.0, 0.0, 70.0, 3.0]","[53.0, 32.0, 41.0, 55.0, 77.0, 47.0, 14.0, 61.0]","['STN', 'SN', 'putamen', 'SN', 'SN', 'SN', 'STN', 'SN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[  4  12  34 140   0   0  72   1]
 [ 12  17  92  57   5   0  91  14]
 [ 15  11 130  33   0   0 180  75]
 [  2  16 185  11   2   2 120   1]
 [  3   1  66   5   0   0  10   1]
 [  2   8  46  27   3   0  10   1]
 [  1  11   7  17   0   1  86   0]
 [  2   7 155  22   5   0  56   7]]"
